UserID,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
1008084,200,Tab,37322,2,2,Historical site,41,5484,1,No,15,No,2,0,8,No
1008085,177,Tab,7605,8,1,Beach,104,2456,1,No,22,No,1,1,4,No
1008086,369,Tab,9704,6,3,Beach,103,4251,2,No,19,No,4,0,19,No
1008087,370,Tab,47434,4,4,Beach,86,11004,7,No,18,No,2,0,27,No
1008088,318,Tab,19225,7,2,Historical site,47,5006,6,No,24,No,2,0,8,No
1008089,296,Tab,16318,1,1,Beach,71,12750,1,No,21,No,3,1,21,No
1008090,214,Tab,36937,2,4,Beach,57,4237,0,No,23,No,2,1,4,No
1008091,266,Tab,28076,10,3,Other,56,3921,1,No,23,Yes,1,1,3,No
1008092,327,Tab,9282,5,2,Big Cities,93,18306,6,No,16,No,2,0,21,No
1008093,381,Tab,28151,9,3,Beach,68,2389,4,No,28,No,2,0,8,No
1008094,449,Tab,25028,2,3,Beach,73,13733,3,Yes,20,No,1,0,30,No
1008095,289,Tab,39939,11,2,Historical site,65,4788,5,No,26,No,1,0,15,Yes
1008096,420,Laptop,4729,18,4,Historical site,70,6392,3,Yes,26,No,4,2,17,No
1008097,315,Mobile,8654,7,1,Beach,63,19982,1,No,30,Yes,2,2,21,No
1008098,295,Tab,36231,3,4,Beach,45,6870,8,Yes,21,No,3,0,19,No
1008099,206,Mobile,9286,29,2,Historical site,89,4974,8,No,24,No,4,0,7,Yes
1008100,395,Tab,9320,2,1,Big Cities,69,19854,1,No,27,No,4,1,33,Yes
1008101,337,Tab,50688,28,3,Historical site,58,13327,3,Yes,26,No,3,1,23,No
1008102,387,Mobile,5079,1,3,Beach,105,6350,0,No,24,No,1,1,19,No
1008103,280,Tab,30982,16,4,Beach,51,2747,1,No,22,No,3,0,18,Yes
1008104,297,Laptop,33086,22,3,Historical site,85,10892,1,Yes,18,No,3,0,21,No
1008105,251,Mobile,36338,8,1,Beach,91,2354,0,No,24,No,4,0,3,No
1008106,347,Tab,43202,11,2,Beach,93,17662,3,No,25,No,2,1,26,No
1008107,244,Mobile,38823,29,4,Historical site,73,4031,9,No,16,No,2,0,10,No
1008108,261,Tab,7568,1,4,Big Cities,79,9733,0,No,23,No,4,1,16,No
1008109,446,Tab,38119,1,2,Trekking,77,11915,3,Yes,24,No,3,1,14,No
1008110,347,Tab,27590,24,4,Historical site,45,2180,1,No,21,No,1,0,6,No
1008111,401,Laptop,4345,2,3,Big Cities,43,7537,2,No,15,No,1,1,30,No
1008112,277,Tab,23105,15,3,Other,86,4842,7,No,20,No,2,1,9,Yes
1008113,205,Laptop,11973,2,3,Beach,60,2052,6,Yes,17,No,2,1,6,Yes
1008114,267,Tab,46664,10,4,Beach,96,2225,1,Yes,24,No,4,1,1,No
1008115,214,Tab,40047,10,1,Historical site,78,1058,1,No,31,Yes,2,0,1,No
1008116,291,Laptop,41522,3,4,Other,47,2832,3,No,25,No,1,1,8,No
1008117,386,Tab,51250,2,4,Historical site,67,19244,2,Yes,15,No,4,1,29,No
1008118,288,Tab,4343,3,3,Other,45,4114,3,No,25,No,1,0,8,No
1008119,310,Tab,10505,26,3,Big Cities,80,8399,1,No,23,No,2,1,8,No
1008120,198,Laptop,32242,1,1,Historical site,77,2013,1,No,19,No,3,2,5,No
1008121,352,Tab,15055,1,4,Historical site,51,19632,9,No,23,No,4,2,23,No
1008122,411,Tab,37879,2,4,Beach,51,10691,6,No,19,No,2,1,13,No
1008123,432,Laptop,43403,9,3,Historical site,69,2949,2,No,27,No,2,1,18,No
1008124,280,Tab,27872,12,5,Historical site,58,8864,0,No,22,No,2,0,15,No
1008125,424,Mobile,15548,2,1,Historical site,51,16768,7,No,26,No,2,0,31,No
1008126,327,Tab,14529,25,3,Historical site,90,10809,5,No,25,No,3,1,18,No
1008127,162,Laptop,26927,9,3,Big Cities,63,2330,1,Yes,18,No,2,0,2,Yes
1008128,162,Tab,46702,10,3,Beach,48,1426,1,No,16,No,1,0,1,Yes
1008129,351,Tab,35108,8,4,Beach,86,4626,8,Yes,29,Yes,1,3,19,No
1008130,394,Tab,46313,4,4,Beach,40,2467,9,Yes,24,No,3,3,18,Yes
1008131,216,Mobile,47815,24,2,Trekking,79,8729,1,No,20,No,1,0,10,Yes
1008132,204,Tab,6729,1,2,Historical site,62,3961,1,No,27,No,1,2,6,No
1008133,236,Tab,41168,20,3,Other,88,9967,0,No,25,No,3,1,7,No
1008134,317,Tab,17821,7,2,Trekking,54,3386,1,No,22,No,3,0,10,No
1008135,288,Tab,11556,17,1,Beach,72,8830,0,No,23,No,1,1,20,No
1008136,303,Tab,52229,20,4,Trekking,73,10333,4,No,30,Yes,4,1,14,No
1008137,211,Mobile,44700,8,5,Beach,97,4628,1,No,25,No,4,3,3,No
1008138,423,Laptop,38195,2,1,Beach,74,10984,3,No,22,No,2,1,23,No
1008139,219,Tab,30002,10,3,Other,68,3663,3,No,17,No,4,0,10,No
1008140,342,Tab,48166,1,2,Historical site,97,10486,9,No,26,No,4,1,24,Yes
1008141,253,Tab,22898,5,3,Beach,41,7124,4,No,27,No,3,1,9,No
1008142,270,Tab,42144,4,3,Trekking,91,9592,0,Yes,28,Yes,1,0,9,Yes
1008143,258,Laptop,28957,29,4,Historical site,64,4520,1,No,28,Yes,2,0,14,Yes
1008144,215,Tab,31329,15,2,Beach,59,2212,1,No,28,No,4,1,4,No
1008145,261,Laptop,21633,3,1,Beach,51,7764,0,No,23,No,3,0,7,No
1008146,282,Tab,10819,10,4,Beach,91,6697,2,Yes,19,No,3,3,8,No
1008147,197,Tab,42676,4,1,Trekking,36,3698,1,Yes,23,No,2,1,7,Yes
1008148,202,Tab,46553,21,3,Historical site,43,2388,1,No,28,Yes,3,1,1,Yes
1008149,253,Tab,35602,25,3,Historical site,62,2316,4,Yes,29,Yes,2,0,5,Yes
1008150,327,Tab,16427,2,2,Historical site,42,17669,0,No,28,No,4,1,23,No
1008151,221,Laptop,35327,1,3,Historical site,54,2605,1,No,22,No,1,2,1,Yes
1008152,378,Laptop,33577,1,4,Other,87,4740,3,Yes,19,No,4,0,5,Yes
1008153,259,Laptop,33958,7,3,Beach,38,4311,0,No,25,No,3,1,4,No
1008154,267,Mobile,24407,3,4,Beach,50,2989,3,No,28,No,4,3,6,No
1008155,369,Mobile,44174,1,4,Historical site,44,16888,2,No,34,Yes,3,0,27,No
1008156,341,Mobile,36753,9,4,Beach,74,5602,1,No,17,No,4,1,15,No
1008157,399,Tab,34798,7,4,Beach,93,10454,7,No,27,No,4,0,18,No
1008158,289,Tab,26957,10,4,Big Cities,82,8743,0,Yes,19,No,2,2,9,No
1008159,223,Tab,38756,28,4,Beach,97,2522,4,No,29,Yes,1,1,11,No
1008160,217,Tab,33262,3,3,Historical site,100,7664,0,No,24,No,2,3,10,No
1008161,350,Tab,14221,3,1,Big Cities,62,17468,3,No,15,No,4,1,23,No
1008162,295,Tab,4556,2,2,Big Cities,44,7354,7,No,21,No,3,0,10,No
1008163,333,Laptop,37881,27,3,Beach,87,10832,8,No,19,No,3,1,18,No
1008164,301,Laptop,7114,2,3,Beach,92,12173,7,No,20,No,4,3,21,Yes
1008165,312,Tab,45783,14,3,Historical site,53,19637,1,No,26,No,1,0,21,No
1008166,169,Tab,34447,1,1,Trekking,82,2073,1,Yes,16,No,3,0,2,No
1008167,297,Mobile,15371,9,3,Beach,73,6789,9,No,19,No,3,0,9,No
1008168,280,Mobile,7602,18,4,Beach,88,7790,2,No,29,Yes,1,0,18,No
1008169,244,Laptop,27759,20,3,Beach,70,2799,0,No,21,No,1,1,3,No
1008170,217,Tab,50791,2,1,Beach,76,3213,0,No,27,No,1,0,6,No
1008171,266,Laptop,41374,11,2,Big Cities,65,4977,1,No,17,No,4,1,5,No
1008172,372,Tab,6094,8,4,Trekking,68,13129,6,No,29,No,2,1,22,No
1008173,264,Laptop,35111,2,2,Beach,100,4044,2,No,19,No,4,0,5,No
1008174,229,Laptop,17162,10,3,Beach,70,3296,0,No,26,No,4,2,8,No
1008175,325,Tab,6588,29,3,Historical site,68,4284,4,No,28,No,1,0,16,No
1008176,222,Tab,25142,8,1,Historical site,84,5060,1,Yes,20,No,3,1,10,No
1008177,291,Tab,15159,1,3,Hill Stations,41,2854,1,No,18,No,4,1,7,No
1008178,222,Laptop,27062,6,3,Beach,46,2711,1,Yes,23,No,4,1,3,No
1008179,142,Mobile,8656,8,1,Historical site,86,1908,1,No,18,No,4,0,0,Yes
1008180,255,Tab,21111,9,4,Big Cities,83,8236,0,Yes,29,No,1,0,6,Yes
1008181,317,Tab,5854,12,4,Beach,55,4770,3,Yes,21,No,1,1,6,No
1008182,238,Laptop,30596,15,3,Historical site,83,2614,1,No,17,No,3,1,2,Yes
1008183,283,Tab,12850,25,2,Historical site,57,5736,7,No,20,No,3,2,9,No
1008184,215,Tab,6976,6,3,Beach,67,2547,1,No,20,No,3,1,4,No
1008185,263,Tab,49003,9,1,Beach,76,5724,1,No,32,Yes,1,0,6,No
1008186,266,Tab,18489,8,4,Trekking,108,4327,1,No,26,No,2,0,6,No
1008187,229,Tab,14287,23,1,Beach,51,7344,1,No,21,No,1,1,11,Yes
1008188,310,Laptop,20761,9,4,Historical site,93,13505,9,No,21,No,3,0,20,No
1008189,318,Laptop,16839,12,3,Beach,48,13764,0,Yes,24,No,2,0,22,Yes
1008190,319,Tab,22650,4,4,Big Cities,48,5163,7,No,22,No,4,0,9,No
1008191,272,Tab,34377,1,4,Historical site,61,2268,6,No,21,No,2,1,10,No
1008192,184,Tab,16704,24,3,Historical site,52,3607,8,No,30,Yes,4,0,6,No
1008193,217,Tab,51980,12,1,Beach,83,2520,1,Yes,21,No,4,0,1,Yes
1008194,203,Tab,48447,3,4,Historical site,93,4432,1,No,32,Yes,2,1,8,No
1008195,229,Tab,29825,10,3,Big Cities,81,6585,1,No,27,No,1,1,10,No
1008196,312,Laptop,31574,26,2,Historical site,98,4425,3,Yes,25,No,4,1,16,No
1008197,271,Tab,28673,2,3,Beach,56,10284,2,No,28,No,2,1,15,No
1008198,259,Laptop,23418,1,3,Historical site,105,5350,0,No,23,Yes,3,0,14,No
1008199,266,Laptop,22264,4,4,Other,59,2386,1,No,23,No,2,1,2,No
1008200,328,Tab,48025,9,3,Big Cities,96,5357,8,No,19,No,2,0,7,Yes
1008201,243,Mobile,30175,2,1,Beach,83,2839,1,No,23,No,3,3,1,No
1008202,429,Tab,25134,4,4,Trekking,97,19955,4,No,18,No,4,1,28,No
1008203,224,Tab,49039,6,1,Historical site,63,3136,1,No,17,No,1,1,10,No
1008204,155,Tab,22587,9,2,Beach,60,2564,1,No,30,Yes,3,0,1,No
1008205,345,Tab,51006,7,3,Historical site,92,4485,4,Yes,27,No,3,1,7,No
1008206,282,Tab,34200,1,3,Beach,63,6486,1,No,24,No,2,1,14,No
1008207,155,Tab,28187,3,3,Beach,95,3040,1,No,17,No,1,0,2,No
1008208,342,Tab,38407,10,4,Beach,99,2941,1,Yes,16,No,3,0,6,Yes
1008209,406,Tab,42808,7,2,Historical site,61,18611,3,No,27,No,2,1,26,No
1008210,222,Tab,32978,15,1,Beach,77,2173,0,Yes,26,No,1,1,6,No
1008211,172,Laptop,43972,3,4,Beach,54,2856,0,Yes,23,No,2,1,1,Yes
1008212,349,Tab,49079,2,3,Big Cities,77,17051,8,No,35,Yes,1,0,28,No
1008213,337,Mobile,3896,17,3,Beach,78,2293,2,No,24,No,4,0,6,No
1008214,251,Tab,5148,2,3,Hill Stations,110,3603,1,No,24,No,4,1,5,No
1008215,319,Mobile,31717,5,2,Beach,102,2112,6,No,25,No,1,1,5,Yes
1008216,231,Tab,46522,29,4,Beach,66,4126,8,No,26,No,3,3,8,No
1008217,308,Laptop,41447,2,4,Historical site,66,4332,5,No,15,No,4,3,5,No
1008218,382,Laptop,49747,2,3,Historical site,33,17866,2,No,25,Yes,3,1,32,No
1008219,222,Tab,41273,19,4,Historical site,83,3203,1,No,23,No,3,3,6,No
1008220,354,Tab,50758,15,2,Beach,57,19084,5,No,22,No,1,1,25,No
1008221,267,Tab,47646,17,4,Beach,98,8978,3,Yes,21,No,4,3,15,No
1008222,188,Tab,34451,17,2,Beach,107,2216,1,No,21,No,1,1,1,Yes
1008223,257,Laptop,40118,25,3,Historical site,89,4545,1,No,19,No,1,1,10,No
1008224,278,Tab,32104,6,4,Beach,68,2745,1,No,22,No,3,1,7,No
1008225,235,Tab,29859,7,4,Beach,61,3499,1,No,22,No,1,3,10,No
1008226,333,Tab,7005,29,4,Other,39,4551,1,No,36,Yes,2,0,20,No
1008227,161,Tab,22898,21,3,Big Cities,54,2681,1,No,25,No,4,0,2,No
1008228,350,Tab,5254,2,4,Trekking,67,7382,2,No,21,No,3,1,12,No
1008229,322,Mobile,6271,2,5,Historical site,83,6275,7,No,19,No,1,1,10,No
1008230,459,Tab,24367,7,4,Big Cities,56,5231,0,Yes,23,No,2,1,12,No
1008231,251,Laptop,4067,13,3,Other,89,2750,1,No,26,Yes,3,1,2,No
1008232,247,Laptop,46072,2,2,Beach,46,5010,4,Yes,21,No,4,0,10,No
1008233,274,Tab,12712,1,3,Trekking,88,10255,2,Yes,31,Yes,3,1,17,No
1008234,256,Tab,4102,9,3,Historical site,69,2791,0,No,17,No,2,1,15,No
1008235,307,Tab,3757,10,3,Trekking,91,6857,7,No,18,No,2,1,7,No
1008236,200,Tab,47465,10,4,Beach,60,4959,0,No,18,No,2,0,5,No
1008237,232,Tab,51282,1,3,Historical site,72,3586,0,Yes,31,Yes,1,1,12,No
1008238,320,Laptop,16034,26,5,Historical site,68,13199,3,Yes,28,No,3,0,20,No
1008239,272,Mobile,42429,8,2,Big Cities,81,10386,4,Yes,23,No,2,1,16,No
1008240,210,Tab,38615,14,3,Beach,51,2243,1,Yes,17,No,4,2,9,No
1008241,413,Laptop,33816,1,4,Beach,62,10509,7,No,25,No,1,1,33,No
1008242,339,Tab,39101,2,1,Beach,79,2016,1,No,23,No,4,1,10,No
1008243,151,Mobile,17645,10,3,Historical site,108,1864,1,Yes,31,Yes,2,0,1,Yes
1008244,225,Tab,35362,1,3,Beach,105,3769,1,No,27,No,1,3,3,No
1008245,410,Tab,23983,3,3,Beach,97,17787,3,No,19,No,1,0,36,No
1008246,240,Tab,46627,11,2,Historical site,85,6839,1,Yes,21,No,4,0,6,No
1008247,240,Tab,37174,24,3,Historical site,104,6817,1,No,25,No,2,0,10,No
1008248,453,Tab,11422,3,3,Beach,60,5183,5,No,22,No,4,0,13,No
1008249,329,Tab,32208,3,3,Beach,99,19748,3,No,18,No,2,1,25,No
1008250,372,Tab,38436,4,2,Historical site,96,18716,2,No,19,No,3,1,23,No
1008251,278,Laptop,16419,3,3,Trekking,51,3695,1,No,23,No,3,0,12,No
1008252,367,Tab,33927,2,2,Trekking,79,2568,5,No,20,No,3,0,7,No
1008253,211,Tab,40849,4,2,Beach,81,2527,1,No,17,No,2,3,5,No
1008254,221,Tab,46525,7,3,Beach,93,6629,1,Yes,20,No,2,2,6,No
1008255,365,Tab,25035,1,3,Beach,81,18272,6,No,17,No,3,0,25,No
1008256,229,Tab,24300,1,3,Beach,96,16133,3,No,25,No,2,2,9,No
1008257,258,Tab,46203,20,3,Trekking,97,2590,0,No,29,No,4,0,2,No
1008258,335,Tab,38468,5,3,Big Cities,92,18216,7,No,21,No,3,1,26,No
1008259,259,Tab,18763,10,5,Big Cities,86,8387,0,Yes,20,No,4,2,10,No
1008260,154,Tab,9280,25,3,Beach,67,3000,1,Yes,18,No,4,0,1,No
1008261,176,Tab,13066,1,2,Beach,51,1227,1,No,34,Yes,4,1,1,No
1008262,197,Laptop,20968,24,1,Beach,81,1129,1,Yes,22,No,4,0,1,Yes
1008263,204,Tab,20413,4,2,Beach,62,2884,1,Yes,25,Yes,2,0,8,No
1008264,350,Tab,50726,2,3,Big Cities,106,18834,2,Yes,25,No,1,0,26,Yes
1008265,421,Mobile,6206,8,1,Historical site,49,13587,1,Yes,24,No,4,1,34,No
1008266,167,Laptop,8793,10,2,Beach,52,2636,1,No,23,Yes,3,0,2,Yes
1008267,355,Tab,5887,4,2,Big Cities,45,18798,2,No,20,No,3,1,26,No
1008268,263,Tab,4595,2,3,Big Cities,97,4550,0,Yes,15,No,4,0,4,No
1008269,388,Laptop,8301,9,3,Beach,94,19852,4,Yes,29,Yes,1,1,31,No
1008270,446,Tab,50018,18,4,Historical site,73,10524,6,No,21,No,4,0,25,No
1008271,262,Laptop,4736,19,3,Historical site,54,4449,4,No,25,No,3,2,15,No
1008272,214,Laptop,27697,1,4,Historical site,47,2163,0,Yes,17,No,3,0,5,No
1008273,336,Tab,41970,4,2,Beach,101,19195,1,No,18,No,4,2,26,No
1008274,259,Laptop,22683,11,3,Beach,65,4501,4,No,16,No,4,2,14,No
1008275,275,Tab,25730,6,1,Beach,70,3512,0,Yes,21,No,4,0,4,No
1008276,318,Tab,21111,7,4,Historical site,89,2383,6,Yes,25,No,4,0,18,No
1008277,326,Tab,18596,4,4,Big Cities,67,10243,3,No,24,No,4,0,23,No
1008278,273,Tab,15019,2,4,Beach,61,5416,9,Yes,18,No,4,0,18,No
1008279,336,Tab,21739,15,3,Historical site,76,7989,1,No,14,No,4,1,10,Yes
1008280,214,Laptop,6759,2,3,Beach,59,3876,1,Yes,24,No,2,1,2,No
1008281,393,Laptop,33885,6,2,Historical site,46,2845,0,No,22,No,2,0,8,No
1008282,233,Mobile,30770,9,2,Historical site,82,4702,7,Yes,25,No,3,0,10,No
1008283,221,Tab,28213,7,3,Trekking,45,3349,3,Yes,21,No,1,2,10,Yes
1008284,218,Tab,22407,1,3,Trekking,91,2090,2,No,21,No,2,0,5,No
1008285,194,Tab,9315,1,3,Historical site,44,2106,1,No,23,No,4,0,2,No
1008286,244,Tab,21147,8,3,Historical site,61,6217,1,No,19,No,3,2,10,No
1008287,348,Laptop,12743,25,3,Historical site,86,18064,3,No,27,Yes,3,0,22,No
1008288,297,Tab,14427,13,4,Historical site,101,17135,6,Yes,17,No,4,2,21,No
1008289,445,Tab,29683,23,4,Beach,99,2382,1,No,23,No,4,2,2,No
1008290,249,Tab,38121,7,2,Beach,85,4893,1,No,28,No,1,1,10,Yes
1008291,305,Tab,12608,23,3,Historical site,104,3916,0,No,19,No,1,0,6,Yes
1008292,228,Tab,39835,6,3,Trekking,52,4635,0,No,21,No,1,1,10,No
1008293,273,Tab,11386,10,4,Trekking,66,7099,3,No,18,No,1,0,10,No
1008294,350,Tab,34688,1,2,Beach,55,3432,6,No,18,No,3,0,10,No
1008295,213,Mobile,51668,1,3,Beach,58,6686,0,No,16,No,1,3,10,No
1008296,385,Tab,46276,28,3,Beach,55,16884,4,Yes,17,No,2,0,25,No
1008297,308,Tab,10475,25,4,Big Cities,68,9098,2,Yes,19,No,3,0,9,Yes
1008298,395,Tab,36055,5,3,Beach,71,8458,9,Yes,25,No,3,0,10,Yes
1008299,233,Tab,22200,17,4,Historical site,104,11928,1,Yes,31,Yes,4,2,9,No
1008300,303,Tab,18349,18,2,Beach,36,4542,0,No,16,No,1,0,9,No
1008301,244,Mobile,20555,2,4,Beach,66,9862,1,Yes,23,No,1,1,10,No
1008302,316,Mobile,8963,10,2,Historical site,48,6162,1,No,17,No,1,0,19,No
1008303,239,Laptop,37110,1,3,Beach,59,2312,1,Yes,23,No,1,0,3,Yes
1008304,336,Tab,32737,3,3,Beach,96,2368,4,No,21,No,3,0,10,Yes
1008305,322,Mobile,17337,2,1,Beach,41,17864,0,Yes,20,No,4,0,21,No
1008306,422,Tab,9879,2,2,Historical site,66,19194,4,No,17,No,4,1,23,No
1008307,425,Tab,7222,8,4,Beach,111,19729,6,No,22,No,1,0,36,No
1008308,306,Mobile,16034,16,2,Beach,79,3548,9,No,21,No,2,1,6,No
1008309,267,Tab,33009,9,3,Beach,98,8507,0,No,19,No,4,1,10,No
1008310,310,Tab,18315,2,3,Beach,101,4672,1,No,23,No,3,0,9,No
1008311,315,Laptop,35635,1,3,Big Cities,77,4108,0,No,22,No,4,1,10,No
1008312,266,Laptop,16877,4,4,Beach,98,4259,1,Yes,20,No,2,0,9,No
1008313,394,Tab,26956,5,3,Beach,91,14029,1,Yes,23,No,2,1,33,No
1008314,288,Tab,35322,2,2,Beach,41,6897,3,No,25,No,4,1,11,No
1008315,260,Tab,17749,15,2,Historical site,74,6131,1,No,16,No,4,0,10,No
1008316,195,Tab,30873,19,1,Historical site,73,3677,3,No,17,No,3,3,7,No
1008317,445,Tab,21043,7,4,Historical site,61,10018,7,Yes,23,No,4,0,31,Yes
1008318,307,Tab,11523,1,4,Beach,95,2393,3,No,26,Yes,3,1,7,No
1008319,280,Laptop,21248,7,3,Big Cities,89,4645,2,No,25,No,4,1,17,No
1008320,368,Tab,29928,4,3,Beach,63,7909,1,No,20,No,3,0,11,No
1008321,215,Tab,45196,11,3,Historical site,109,2541,8,No,20,No,2,1,5,No
1008322,386,Tab,49185,11,2,Trekking,88,13151,3,No,20,No,2,0,29,No
1008323,138,Mobile,39347,1,3,Beach,103,1616,1,No,18,No,3,0,0,No
1008324,268,Tab,28606,1,3,Historical site,71,5370,0,No,18,No,2,1,10,No
1008325,210,Laptop,27767,2,1,Beach,51,5074,3,No,25,Yes,2,0,8,No
1008326,418,Tab,9353,13,4,Big Cities,94,13702,6,Yes,28,No,3,0,24,Yes
1008327,430,Tab,47921,23,3,Beach,80,13413,4,Yes,22,No,1,1,33,No
1008328,263,Mobile,34975,26,1,Trekking,95,2037,1,No,25,Yes,3,3,5,No
1008329,304,Tab,42081,2,1,Historical site,97,6384,5,No,23,Yes,2,3,15,No
1008330,265,Tab,9986,29,3,Historical site,89,5437,4,No,17,No,1,2,10,No
1008331,241,Laptop,24615,2,3,Beach,96,2789,7,No,22,No,3,0,3,Yes
1008332,272,Laptop,23181,18,4,Big Cities,75,4621,0,Yes,26,No,3,1,5,Yes
1008333,297,Laptop,24265,7,3,Beach,64,2622,1,No,20,No,4,3,4,No
1008334,260,Tab,14151,2,4,Trekking,110,6697,1,No,14,No,4,0,14,No
1008335,217,Tab,25764,26,3,Beach,56,4727,1,No,20,No,3,1,5,No
1008336,240,Tab,11558,22,4,Historical site,104,6189,1,Yes,27,No,4,2,10,Yes
1008337,301,Tab,52436,21,4,Beach,48,6131,3,Yes,24,No,4,2,8,No
1008338,390,Laptop,18943,2,3,Big Cities,57,10603,2,No,22,No,2,0,14,No
1008339,312,Laptop,42010,22,3,Beach,82,5478,3,Yes,25,No,1,2,12,No
1008340,282,Tab,50368,4,1,Beach,61,3007,7,Yes,26,No,4,0,8,No
1008341,255,Laptop,38891,5,1,Beach,70,10009,6,No,23,No,1,0,8,No
1008342,246,Tab,17474,2,1,Big Cities,40,4081,0,Yes,24,No,1,3,4,No
1008343,296,Mobile,51980,25,2,Beach,74,10926,3,No,32,Yes,2,1,13,No
1008344,196,Tab,48023,18,1,Beach,104,6238,2,No,15,No,2,0,6,No
1008345,396,Laptop,11274,28,2,Historical site,69,13253,2,Yes,18,No,2,1,24,No
1008346,328,Tab,32557,6,3,Historical site,84,4084,1,Yes,24,No,1,0,20,No
1008347,206,Tab,7183,10,3,Big Cities,102,5777,1,Yes,17,No,4,0,6,No
1008348,215,Tab,4737,17,4,Beach,61,2402,1,Yes,17,No,4,0,8,Yes
1008349,200,Tab,23917,2,1,Historical site,48,3909,0,No,16,No,4,0,5,No
1008350,319,Tab,40152,10,3,Hill Stations,38,16802,0,No,23,No,3,1,21,No
1008351,394,Tab,9041,8,4,Other,66,2957,9,No,23,No,3,0,12,No
1008352,288,Tab,51174,11,3,Historical site,103,3641,4,No,21,No,1,0,8,No
1008353,271,Laptop,7006,18,2,Beach,66,9367,2,No,19,No,3,0,10,No
1008354,191,Tab,33223,1,3,Trekking,86,3236,4,No,17,No,2,1,7,No
1008355,204,Tab,22824,7,3,Other,112,3582,0,No,17,No,4,0,8,No
1008356,222,Tab,11627,17,3,Other,55,7995,1,No,16,No,1,0,10,No
1008357,375,Laptop,51637,28,2,Beach,108,4291,3,No,30,Yes,1,0,20,Yes
1008358,224,Laptop,11805,14,1,Other,87,7556,0,Yes,24,No,1,0,9,Yes
1008359,414,Tab,33991,1,3,Historical site,66,17340,6,No,22,No,4,0,29,No
1008360,447,Tab,36935,1,3,Historical site,87,19712,3,Yes,24,Yes,3,1,32,No
1008361,417,Tab,39768,1,4,Historical site,88,14742,2,No,16,No,4,2,31,No
1008362,279,Tab,41095,3,4,Big Cities,109,9282,3,Yes,22,No,4,0,15,No
1008363,244,Laptop,23356,1,4,Beach,55,1371,1,No,18,No,2,0,1,Yes
1008364,237,Tab,29928,7,4,Big Cities,80,4786,7,No,23,No,2,2,8,No
1008365,238,Tab,6381,8,5,Beach,97,16433,3,No,15,No,3,0,9,No
1008366,262,Laptop,19603,1,4,Other,101,3008,5,No,24,No,3,2,10,No
1008367,241,Tab,7080,8,3,Beach,39,1268,1,No,17,No,3,0,1,Yes
1008368,212,Tab,48201,11,1,Beach,100,2102,0,No,19,No,2,0,6,No
1008369,274,Tab,6029,4,4,Beach,42,5818,1,No,20,No,3,0,10,No
1008370,278,Tab,11523,16,4,Big Cities,107,5652,4,No,19,No,1,2,11,No
1008371,362,Tab,16284,1,3,Trekking,83,3423,7,No,17,No,3,1,17,No
1008372,194,Tab,13414,9,2,Beach,73,4404,3,No,17,No,1,0,6,Yes
1008373,289,Mobile,49460,5,2,Trekking,96,3504,0,No,18,No,1,0,7,No
1008374,431,Tab,43933,1,2,Beach,97,2072,2,No,33,Yes,4,1,5,No
1008375,356,Tab,12572,2,4,Historical site,91,17172,3,No,27,No,2,2,26,No
1008376,191,Tab,51666,4,1,Historical site,50,4168,1,Yes,19,No,3,2,5,No
1008377,243,Tab,21042,7,5,Big Cities,100,9210,4,No,21,No,3,1,7,No
1008378,259,Tab,14043,1,3,Beach,91,3298,5,No,22,No,1,1,7,No
1008379,317,Tab,44909,5,5,Historical site,98,2139,2,Yes,19,No,1,0,7,No
1008380,305,Mobile,23217,9,4,Other,91,3978,3,No,16,No,3,2,11,No
1008381,244,Tab,11416,8,2,Beach,43,10803,1,No,28,No,1,1,13,No
1008382,349,Tab,13203,9,3,Big Cities,63,10099,4,No,15,No,1,1,28,Yes
1008383,302,Mobile,20726,2,3,Beach,57,3649,2,Yes,27,Yes,2,0,11,Yes
1008384,243,Laptop,50583,1,5,Beach,108,7451,1,No,19,No,1,0,10,Yes
1008385,349,Tab,36340,20,3,Historical site,105,10858,2,Yes,26,No,2,1,24,No
1008386,237,Tab,48934,8,2,Historical site,99,2112,9,No,28,No,4,0,8,No
1008387,239,Laptop,18317,2,3,Beach,100,3731,6,Yes,18,No,3,1,7,Yes
1008388,344,Tab,50686,29,3,Trekking,62,9383,4,Yes,28,No,4,2,10,No
1008389,366,Tab,42744,7,3,Big Cities,99,5496,4,No,18,No,1,3,15,No
1008390,263,Tab,38749,9,4,Trekking,63,2748,1,No,21,No,4,0,2,Yes
1008391,309,Mobile,7633,8,1,Historical site,59,13762,2,No,14,No,3,1,16,No
1008392,219,Tab,30314,5,3,Historical site,94,8470,0,No,28,No,4,0,6,No
1008393,338,Mobile,34347,5,3,Beach,95,3168,3,No,21,No,4,0,7,No
1008394,405,Tab,15653,2,3,Historical site,50,16603,4,No,23,No,2,0,35,No
1008395,374,Tab,52336,5,4,Trekking,102,6659,2,No,23,No,2,1,20,No
1008396,308,Tab,31370,2,3,Historical site,76,2353,2,No,23,No,3,1,8,No
